GivenName,LastName,Position,TigerPlayBegin1,TigerPlayStop1,TigerPlayBegin2,TigerPlayStop2,TigerPlayBegin3,BirthDate,BirthPlace,DeathDate,DeathPlace,URL,Image,Caption,Source,Column 17
Austin,Jackson, OF,2010-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,1987-02-01T00:00:00Z,"Denton, Texas",,,http://en.wikipedia.org/wiki/Austin_Jackson,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Austin_Jackson_2010.jpg/379px-Austin_Jackson_2010.jpg,"Austin Jackson, 2010",RMTip21,
Damian,Jackson, IF,2002-01-01T00:00:00Z,,,,,1973-08-16T00:00:00Z,"Los Angeles, California",,,http://en.wikipedia.org/wiki/Damian_Jackson,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Damian_Jackson.jpg/453px-Damian_Jackson.jpg,"Damian Jackson, 2007",Wknight94,
Edwin,Jackson, P,2009-01-01T00:00:00Z,,,,,1983-09-09T00:00:00Z,"Neu-Ulm, Bavaria, West Germany",,,http://en.wikipedia.org/wiki/Edwin_Jackson,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Edwin_Jackson_on_June_23%2C_2012.jpg/369px-Edwin_Jackson_on_June_23%2C_2012.jpg,"Edwin Jackson, 2012",Keith Allison,
Herb,Jackson, P,1905-01-01T00:00:00Z,,,,,1883-09-24T00:00:00Z,"Elmira, New York",1922-03-18T00:00:00Z,"Carnegie, Pennsylvania",http://en.wikipedia.org/wiki/Herb_Jackson_(baseball),,,,
Ron,Jackson, IF,1981-01-01T00:00:00Z,,,,,1953-05-09T00:00:00Z,"Birmingham, Alabama",,,http://en.wikipedia.org/wiki/Ron_Jackson,,,,
Ryan,Jackson, IF,2000-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,1971-11-15T00:00:00Z,"Orlando, Florida",,,http://en.wikipedia.org/wiki/Ryan_Jackson_(baseball),,,,
"William ""Baby Doll""",Jacobson, OF,1915-01-01T00:00:00Z,,,,,1890-08-16T00:00:00Z,"Cable, Illinois",1977-01-16T00:00:00Z,"Cairo, Illinois",http://en.wikipedia.org/wiki/Baby_Doll_Jacobson,http://upload.wikimedia.org/wikipedia/en/1/11/JacobsonBabyDoll1922E220.jpg,"Baby Doll Jacobson, 1922",Wikimedia,
Charlie,Jaeger, P,1904-01-01T00:00:00Z,,,,,1875-04-17T00:00:00Z,"Ottawa, Illinois",1942-09-27T00:00:00Z,"Ottawa, Illinois",http://en.wikipedia.org/wiki/Charlie_Jaeger,,,,
Art,James, OF,1975-01-01T00:00:00Z,,,,,1952-08-02T00:00:00Z,"Detroit, Michigan",,,http://en.wikipedia.org/wiki/Art_James_(baseball),,,,
Bill,James, P,1915-01-01T00:00:00Z,1919-01-01T00:00:00Z,,,,1887-01-20T00:00:00Z,"Detroit, Michigan",1942-05-25T00:00:00Z,"Venice, California","http://en.wikipedia.org/wiki/Bill_James_(pitcher,_born_1887)",,,,
Bob,James, P,1982-01-01T00:00:00Z,1983-01-01T00:00:00Z,,,,1958-08-15T00:00:00Z,"Glendale, California",,,http://en.wikipedia.org/wiki/Bob_James_(baseball),,,,
Kevin,Jarvis, P,1997-01-01T00:00:00Z,,,,,1969-08-01T00:00:00Z,"Lexington, Kentucky",,,http://en.wikipedia.org/wiki/Kevin_Jarvis,,,,
Paul,Jata, IF,1972-01-01T00:00:00Z,,,,,1949-09-04T00:00:00Z,"Astoria, New York",,,http://en.wikipedia.org/wiki/Paul_Jata,http://upload.wikimedia.org/wikipedia/commons/3/35/Jata.jpg,"Paul Jata, 1972",duffaholic,
Gregg,Jefferies, IF,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z,,,,1967-08-01T00:00:00Z,"Burlingame, California",,,http://en.wikipedia.org/wiki/Gregg_Jefferies,,,,
Hughie,Jennings, IF,1907-01-01T00:00:00Z,1918-01-01T00:00:00Z,,,,1869-04-02T00:00:00Z,"Pittston, Pennsylvania",1928-02-01T00:00:00Z,"Pittston, Pennsylvania",http://en.wikipedia.org/wiki/Hughie_Jennings,http://upload.wikimedia.org/wikipedia/en/5/5e/HughieJennings.jpg,"Hughie Jennings, ",Detroit News,
Marcus,Jensen, C,1997-01-01T00:00:00Z,1998-01-01T00:00:00Z,,,,1972-12-14T00:00:00Z,"Oakland, California",,,http://en.wikipedia.org/wiki/Marcus_Jensen,http://upload.wikimedia.org/wikipedia/commons/8/83/Marcus_jensen2003.jpg,"Marcus Jensen, 2006",Dlz28,
Willie,Jensen, P,1912-01-01T00:00:00Z,,,,,1889-11-17T00:00:00Z,"Philadelphia, Pennsylvania",1917-03-27T00:00:00Z,"Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Willie_Jensen,,,,
Jason,Jiménez, P,2002-01-01T00:00:00Z,,,,,1976-01-10T00:00:00Z,"Modesto, California",,,http://en.wikipedia.org/wiki/Jason_Jim%C3%A9nez,,,,
Augie,Johns, P,1926-01-01T00:00:00Z,1927-01-01T00:00:00Z,,,,1899-09-10T00:00:00Z,"St Louis, Missouri",1975-09-12T00:00:00Z,"San Antonio, Texas",http://en.wikipedia.org/wiki/Augie_Johns,,,,
Alex,Johnson, OF,1976-01-01T00:00:00Z,,,,,1942-12-07T00:00:00Z,"Helena, Arkansas",,,http://en.wikipedia.org/wiki/Alex_Johnson,,,,
Brian,Johnson, C,1996-01-01T00:00:00Z,1997-01-01T00:00:00Z,,,,1968-01-08T00:00:00Z,"Oakland, California",,,http://en.wikipedia.org/wiki/Brian_Johnson_(baseball),,,,
Dave,Johnson, P,1993-01-01T00:00:00Z,,,,,1959-10-24T00:00:00Z,"Baltimore, Maryland",,,http://en.wikipedia.org/wiki/Dave_Johnson_(1987%E2%80%931993_pitcher),,,,
Earl,Johnson, P,1951-01-01T00:00:00Z,,,,,1919-04-02T00:00:00Z,"Redmond, Washington",1994-12-03T00:00:00Z,"Seattle, Washington",http://en.wikipedia.org/wiki/Earl_Johnson_(baseball),http://upload.wikimedia.org/wikipedia/commons/f/f8/Earl_Johnson_1949.jpg,"Earl Johnson, 1949",Bowman Gum,
"Howard ""Hojo""",Johnson, IF,1982-01-01T00:00:00Z,1984-01-01T00:00:00Z,,,,1960-11-29T00:00:00Z,"Clearwater, Florida",,,http://en.wikipedia.org/wiki/Howard_Johnson_(baseball),http://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Howard_Johnson.jpg/800px-Howard_Johnson.jpg,"Howard Johnson, 2007",Wknight94,
Jason,Johnson, P,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z,,,,1973-10-27T00:00:00Z,"Santa Barbara, California",,,http://en.wikipedia.org/wiki/Jason_Johnson,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Jason_Johnson%2C_Las_Vegas.jpg/369px-Jason_Johnson%2C_Las_Vegas.jpg,"Jason Johnson, 2008",madmiked,
Ken,Johnson, P,1952-01-01T00:00:00Z,,,,,1923-01-14T00:00:00Z,"Topeka, Kansas",2004-04-06T00:00:00Z,"Wichita, Kansas",http://en.wikipedia.org/wiki/Ken_Johnson_(left-handed_pitcher),,"Ken Johnson, 1951",Bowman Gum,
Mark,Johnson, P,2000-01-01T00:00:00Z,,,,,1975-05-02T00:00:00Z,"Dayton, Ohio",,,http://en.wikipedia.org/wiki/Mark_Johnson_(pitcher),,,,
Roy,Johnson, OF,1929-01-01T00:00:00Z,1932-01-01T00:00:00Z,,,,1903-02-23T00:00:00Z,"Pryor, Oklahoma",1973-09-10T00:00:00Z,"Tacoma, Washington",http://en.wikipedia.org/wiki/Roy_Johnson,http://upload.wikimedia.org/wikipedia/commons/7/72/Roy_Johnson.jpg,"Roy Johnson, 1933",Goudey Gum Company,
Syl,Johnson, P,1922-01-01T00:00:00Z,1925-01-01T00:00:00Z,,,,1900-12-31T00:00:00Z,"Portland, Oregon",1985-02-20T00:00:00Z,"Portland, Oregon",http://en.wikipedia.org/wiki/Syl_Johnson_(baseball),,,,
Alex,Jones, P,1903-01-01T00:00:00Z,,,,,1869-12-25T00:00:00Z,"Bradford, Pennsylvania",1941-04-04T00:00:00Z,"Woodville, Pennsylvania",http://en.wikipedia.org/wiki/Alex_Jones_(baseball),,,,
"Bob ""Ducky""",Jones, IF,1917-01-01T00:00:00Z,1925-01-01T00:00:00Z,,,,1889-12-02T00:00:00Z,"Clayton, California",1964-08-30T00:00:00Z,"San Diego, California",http://en.wikipedia.org/wiki/Bob_Jones_(third_baseman),,,,
Dalton,Jones, IF,1970-01-01T00:00:00Z,1972-01-01T00:00:00Z,,,,1943-12-10T00:00:00Z,"McComb, Mississippi",,,http://en.wikipedia.org/wiki/Dalton_Jones,,,,
Davy,Jones, OF,1906-01-01T00:00:00Z,1912-01-01T00:00:00Z,,,,1880-06-30T00:00:00Z,"Cambria, Wisconsin",1972-03-30T00:00:00Z,"Mankato, Minnesota",http://en.wikipedia.org/wiki/Davy_Jones_(baseball),http://upload.wikimedia.org/wikipedia/commons/a/ae/DavyJones.jpg,"Davy Jones, 1909",American Tobacco Company,
Deacon,Jones, P,1916-01-01T00:00:00Z,1918-01-01T00:00:00Z,,,,1892-12-20T00:00:00Z,"Arcadia, Kansas",1952-12-28T00:00:00Z,"Pittsburg, Kansas",http://en.wikipedia.org/wiki/Deacon_Jones_(pitcher),,,,
"Elijah ""Bumpus""",Jones, P,1907-01-01T00:00:00Z,1909-01-01T00:00:00Z,,,,1882-04-13T00:00:00Z,"Oxford, Michigan",1943-04-29T00:00:00Z,"Pontiac, Michigan",http://en.wikipedia.org/wiki/Elijah_Jones,,,,
Jacque,Jones, OF,2008-01-01T00:00:00Z,,,,,1975-04-25T00:00:00Z,"San Diego, California",,,http://en.wikipedia.org/wiki/Jacque_Jones,http://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Jacque_Jones_2007.jpg/600px-Jacque_Jones_2007.jpg,"Jacque Jones, 2007",spablab,
"Ken ""Broadway""",Jones, P,1924-01-01T00:00:00Z,,,,,1903-04-13T00:00:00Z,"Dover, New Jersey",1991-05-15T00:00:00Z,"Broadway, Connecticut",http://en.wikipedia.org/wiki/Ken_Jones_(baseball),,,,
Lynn,Jones, OF,1979-01-01T00:00:00Z,1983-01-01T00:00:00Z,,,,1953-01-01T00:00:00Z,"Meadville, Pennsylvania",,,http://en.wikipedia.org/wiki/Lynn_Jones,,,,
Ruppert,Jones, OF,1984-01-01T00:00:00Z,,,,,1955-03-12T00:00:00Z,"Dallas, Texas",,,http://en.wikipedia.org/wiki/Ruppert_Jones,,,,
Sam,Jones, P,1962-01-01T00:00:00Z,,,,,1925-12-14T00:00:00Z,"Stewartsville, Ohio",1971-11-05T00:00:00Z,"Morgantown, West Virginia",http://en.wikipedia.org/wiki/Sam_Jones_(baseball),,,,
Todd,Jones,P,1997-01-01T00:00:00Z,2001-01-01T00:00:00Z,2006-01-01T00:00:00Z,2008-01-01T00:00:00Z,,1968-04-24T00:00:00Z,"Marietta, Georgia",,,http://en.wikipedia.org/wiki/Todd_Jones,http://upload.wikimedia.org/wikipedia/commons/9/98/ToddJones.jpg,"Todd Jones, 2008",Dirk Hansen,
Tom,Jones, IF,1909-01-01T00:00:00Z,1910-01-01T00:00:00Z,,,,1877-01-22T00:00:00Z,"Honesdale, Pennsylvania",1923-06-19T00:00:00Z,"Danville, Pennsylvania",http://en.wikipedia.org/wiki/Tom_Jones_(baseball_player),http://upload.wikimedia.org/wikipedia/commons/5/54/Tom_Jones_%28baseball%29.jpg,"Tom Jones, 1909",Ramly,
Tracy,Jones, OF,1989-01-01T00:00:00Z,1990-01-01T00:00:00Z,,,,1961-03-31T00:00:00Z,"Hawthorne, California",,,http://en.wikipedia.org/wiki/Tracy_Jones,,,,
Milt,Jordan, P,1953-01-01T00:00:00Z,,,,,1927-05-24T00:00:00Z,"Clearfield County, Pennsylvania",1993-05-13T00:00:00Z,"Ithaca, New York",http://en.wikipedia.org/wiki/Milt_Jordan,,,,
Matt,Joyce, OF,2008-01-01T00:00:00Z,,,,,1984-08-03T00:00:00Z,"Tampa, Florida",,,http://en.wikipedia.org/wiki/Matt_Joyce_(baseball),http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Matt_Joyce_2011.jpg/441px-Matt_Joyce_2011.jpg,"Matt Joyce, 2011",Keith Allison,
Jair,Jurrjens, P,2007-01-01T00:00:00Z,,,,,1986-01-29T00:00:00Z,"Willemstad, Curaçao",,,http://en.wikipedia.org/wiki/Jair_Jurrjens,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Jair_Jurrjens_on_May_18%2C_2013.jpg/672px-Jair_Jurrjens_on_May_18%2C_2013.jpg,"Jair Jurrjens, 2013",Keith Allison,
"Walt ""Smoke""",Justis, P,1905-01-01T00:00:00Z,,,,,1883-08-17T00:00:00Z,"Moores Hill, Indiana",1941-10-04T00:00:00Z,"Greendale, Indiana",http://en.wikipedia.org/wiki/Walt_Justis,,,,
Jeff,Kaiser, P,1991-01-01T00:00:00Z,,,,,1960-07-24T00:00:00Z,"Wyandotte, Michigan",,,http://en.wikipedia.org/wiki/Jeff_Kaiser,,,,
Al,Kaline, OF,1953-01-01T00:00:00Z,1974-01-01T00:00:00Z,,,,1934-12-19T00:00:00Z,"Baltimore, Maryland",,,http://en.wikipedia.org/wiki/Al_Kaline,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Al_Kaline_1957.jpg/486px-Al_Kaline_1957.jpg,"Al Kaline, 1957",JGHowes,
Rudy,Kallio, P,1918-01-01T00:00:00Z,1919-01-01T00:00:00Z,,,,1892-12-14T00:00:00Z,"Portland, Oregon",1979-04-06T00:00:00Z,"Newport, Oregon",http://en.wikipedia.org/wiki/Rudy_Kallio,,,,
Harry,Kane, P,1903-01-01T00:00:00Z,,,,,1883-07-27T00:00:00Z,"Hamburg, Arkansas",1932-09-15T00:00:00Z,"Portland, Oregon",http://en.wikipedia.org/wiki/Harry_Kane_(baseball),,,,
Gabe,Kapler, OF,1998-01-01T00:00:00Z,1999-01-01T00:00:00Z,,,,1975-07-31T00:00:00Z,"Hollywood, California",,,http://en.wikipedia.org/wiki/Gabe_Kapler,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/001H0892_Gabe_Kapler.jpg/562px-001H0892_Gabe_Kapler.jpg,"Gabe Kapler, 2009",Keith Allison,
Jason,Karnuth, P,2005-01-01T00:00:00Z,,,,,1976-05-15T00:00:00Z,"LaGrange, Illinois",,,http://en.wikipedia.org/wiki/Jason_Karnuth,,,,
Marty,Kavanagh,IF,1914-01-01T00:00:00Z,1916-01-01T00:00:00Z,1918-01-01T00:00:00Z,,,1891-06-13T00:00:00Z,"Harrison, New Jersey",1960-07-28T00:00:00Z,"Trenton, Michigan",http://en.wikipedia.org/wiki/Marty_Kavanagh,,,,
Greg,Keagle, P,1996-01-01T00:00:00Z,1998-01-01T00:00:00Z,,,,1971-06-28T00:00:00Z,"Corning, New York",,,http://en.wikipedia.org/wiki/Greg_Keagle,,,,
George,Kell, IF,1946-01-01T00:00:00Z,1952-01-01T00:00:00Z,,,,1922-08-23T00:00:00Z,"Swifton, Arkansas",2009-03-24T00:00:00Z,"Swifton, Arkansas",http://en.wikipedia.org/wiki/George_Kell,http://upload.wikimedia.org/wikipedia/commons/7/7d/George_Kell.png,"George Kell, 1946","Baseball Digest, back cover, October 1946 issue",
Mick,Kelleher, IF,1981-01-01T00:00:00Z,1982-01-01T00:00:00Z,,,,1947-07-25T00:00:00Z,"Seattle, Washington",,,http://en.wikipedia.org/wiki/Mick_Kelleher,,,,
Kris,Keller, P,2002-01-01T00:00:00Z,,,,,1978-03-01T00:00:00Z,"Williamsport, Pennsylvania",,,http://en.wikipedia.org/wiki/Kris_Keller,,,,
"Charlie ""King Kong""",Keller, OF,1950-01-01T00:00:00Z,1951-01-01T00:00:00Z,,,,1916-09-12T00:00:00Z,"Middletown, Maryland",1990-05-23T00:00:00Z,"Frederick, Maryland",http://en.wikipedia.org/wiki/Charlie_Keller,http://upload.wikimedia.org/wikipedia/commons/8/8d/CharlieKeller1949bowman.jpg,"Charlie Keller, 1949",Bowman Gum,
Bryan,Kelly, P,1986-01-01T00:00:00Z,1987-01-01T00:00:00Z,,,,1959-02-24T00:00:00Z,"Silver Spring, Maryland",,,http://en.wikipedia.org/wiki/Bryan_Kelly_(baseball),,,,
Don,Kelly, OF,2009-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,1980-02-15T00:00:00Z,"Butler, Pennsylvania",,,http://en.wikipedia.org/wiki/Don_Kelly_(baseball),http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Don_Kelly_2010.jpg/371px-Don_Kelly_2010.jpg,"Don Kelly, 2010",RMTip21,
Steve,Kemp, OF,1977-01-01T00:00:00Z,1981-01-01T00:00:00Z,,,,1954-08-07T00:00:00Z,"San Angelo, Texas",,,http://en.wikipedia.org/wiki/Steve_Kemp,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Stevekemp.jpg/404px-Stevekemp.jpg,"Steve Kemp, 2008",Phil5329,
Bob,Kennedy, OF,1956-01-01T00:00:00Z,,,,,,,,,,,,,
Vern,Kennedy, P,1938-01-01T00:00:00Z,1939-01-01T00:00:00Z,,,,,,,,,,,,
Russ,Kerns, PH,1945-01-01T00:00:00Z,,,,,,,,,,,,,
John,Kerr, IF,1923-01-01T00:00:00Z,1924-01-01T00:00:00Z,,,,,,,,,,,,
Masao,Kida, P,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z,,,,,,,,,,,,
John,Kiely, P,1991-01-01T00:00:00Z,1993-01-01T00:00:00Z,,,,,,,,,,,,
Mike,Kilkenny, P,1969-01-01T00:00:00Z,1972-01-01T00:00:00Z,,,,,,,,,,,,
Red,Killefer, OF,1907-01-01T00:00:00Z,1909-01-01T00:00:00Z,,,,,,,,,,,,
Ed,Killian, P,1904-01-01T00:00:00Z,1910-01-01T00:00:00Z,,,,,,,,,,,,
Bruce,Kimm, C,1976-01-01T00:00:00Z,1977-01-01T00:00:00Z,,,,,,,,,,,,
Chad,Kimsey, P,1936-01-01T00:00:00Z,,,,,,,,,,,,,
Chick,King, OF,1954-01-01T00:00:00Z,1956-01-01T00:00:00Z,,,,,,,,,,,,
Eric,King,P,1986-01-01T00:00:00Z,1988-01-01T00:00:00Z,1992-01-01T00:00:00Z,,,,,,,,,,,
Gene,Kingsale, OF,2003-01-01T00:00:00Z,,,,,,,,,,,,,
Dennis,Kinney, P,1981-01-01T00:00:00Z,,,,,,,,,,,,,
Matt,Kinzer, P,1990-01-01T00:00:00Z,,,,,,,,,,,,,
Jay,Kirke, OF,1910-01-01T00:00:00Z,,,,,,,,,,,,,
Rube,Kisinger, P,1902-01-01T00:00:00Z,1903-01-01T00:00:00Z,,,,,,,,,,,,
Frank,Kitson, P,1903-01-01T00:00:00Z,1905-01-01T00:00:00Z,,,,,,,,,,,,
Danny,Klassen, IF,2003-01-01T00:00:00Z,,,,,,,,,,,,,
Al,Klawitter, P,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Ron,Kline, P,1961-01-01T00:00:00Z,1962-01-01T00:00:00Z,,,,,,,,,,,,
Johnny,Klippstein, P,1967-01-01T00:00:00Z,,,,,,,,,,,,,
Rudy,Kneisch, P,1926-01-01T00:00:00Z,,,,,,,,,,,,,
Ray,Knight, IF,1988-01-01T00:00:00Z,,,,,,,,,,,,,
Gary,Knotts, P,2003-01-01T00:00:00Z,2004-01-01T00:00:00Z,,,,,,,,,,,,
John,Knox, IF,1972-01-01T00:00:00Z,1975-01-01T00:00:00Z,,,,,,,,,,,,
Kurt,Knudsen, P,1992-01-01T00:00:00Z,1994-01-01T00:00:00Z,,,,,,,,,,,,
Alan,Koch, P,1963-01-01T00:00:00Z,1964-01-01T00:00:00Z,,,,,,,,,,,,
Brad,Kocher, C,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Mark,Koenig, IF,1930-01-01T00:00:00Z,1931-01-01T00:00:00Z,,,,,,,,,,,,
Don,Kolloway, IF,1949-01-01T00:00:00Z,1952-01-01T00:00:00Z,,,,,,,,,,,,
Howie,Koplitz, P,1961-01-01T00:00:00Z,1962-01-01T00:00:00Z,,,,,,,,,,,,
George,Korince, P,1966-01-01T00:00:00Z,1967-01-01T00:00:00Z,,,,,,,,,,,,
Frank,Kostro, IF,1962-01-01T00:00:00Z,1963-01-01T00:00:00Z,,,,,,,,,,,,
Wayne,Krenchicki, IF,1983-01-01T00:00:00Z,,,,,,,,,,,,,
Chuck,Kress, IF,1954-01-01T00:00:00Z,,,,,,,,,,,,,
Red,Kress, IF,1939-01-01T00:00:00Z,1940-01-01T00:00:00Z,,,,,,,,,,,,
Lou,Kretlow, P,1946-01-01T00:00:00Z,1949-01-01T00:00:00Z,,,,,,,,,,,,
Chad,Kreuter, C,1992-01-01T00:00:00Z,1994-01-01T00:00:00Z,,,,,,,,,,,,
Bill,Krueger, P,1993-01-01T00:00:00Z,1994-01-01T00:00:00Z,,,,,,,,,,,,
Dick,Kryhoski, IF,1950-01-01T00:00:00Z,1951-01-01T00:00:00Z,,,,,,,,,,,,
Harvey,Kuenn, OF,1952-01-01T00:00:00Z,1959-01-01T00:00:00Z,,,,,,,,,,,,
Rusty,Kuntz, OF,1984-01-01T00:00:00Z,1985-01-01T00:00:00Z,,,,,,,,,,,,
Chet,Laabs, OF,1937-01-01T00:00:00Z,1939-01-01T00:00:00Z,,,,,,,,,,,,
Clem,Labine, P,1960-01-01T00:00:00Z,,,,,,,,,,,,,
Ed,Lafitte, P,1909-01-01T00:00:00Z,1912-01-01T00:00:00Z,,,,,,,,,,,,
Mike,Laga, IF,1982-01-01T00:00:00Z,1986-01-01T00:00:00Z,,,,,,,,,,,,
Lerrin,LaGrow, P,1970-01-01T00:00:00Z,1975-01-01T00:00:00Z,,,,,,,,,,,,
Gerald,Laird,C,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z,2012-01-01T00:00:00Z,,,,,,,,,,,
Joe,Lake, P,1912-01-01T00:00:00Z,1913-01-01T00:00:00Z,,,,,,,,,,,,
Eddie,Lake, IF,1946-01-01T00:00:00Z,1950-01-01T00:00:00Z,,,,,,,,,,,,
Al,Lakeman, C,1954-01-01T00:00:00Z,,,,,,,,,,,,,
Chris,Lambert, P,2008-01-01T00:00:00Z,2009-01-01T00:00:00Z,,,,,,,,,,,,
Gene,Lamont, C,1970-01-01T00:00:00Z,1975-01-01T00:00:00Z,,,,,,,,,,,,
Les,Lancaster, P,1992-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Landis, OF,1967-01-01T00:00:00Z,,,,,,,,,,,,,
Marvin,Lane, OF,1971-01-01T00:00:00Z,1976-01-01T00:00:00Z,,,,,,,,,,,,
Dave,LaPoint, P,1986-01-01T00:00:00Z,,,,,,,,,,,,,
Jeff,Larish, IF,2008-01-01T00:00:00Z,2010-01-01T00:00:00Z,,,,,,,,,,,,
Steve,Larkin, P,1934-01-01T00:00:00Z,,,,,,,,,,,,,
Frank,Lary, P,1954-01-01T00:00:00Z,1964-01-01T00:00:00Z,,,,,,,,,,,,
Fred,Lasher, P,1967-01-01T00:00:00Z,1970-01-01T00:00:00Z,,,,,,,,,,,,
Chick,Lathers, IF,1910-01-01T00:00:00Z,1911-01-01T00:00:00Z,,,,,,,,,,,,
Charley,Lau, C,1956-01-01T00:00:00Z,1959-01-01T00:00:00Z,,,,,,,,,,,,
Bill,Lawrence, OF,1932-01-01T00:00:00Z,,,,,,,,,,,,,
Roxie,Lawson, P,1933-01-01T00:00:00Z,1939-01-01T00:00:00Z,,,,,,,,,,,,
Bill,Laxton, P,1976-01-01T00:00:00Z,,,,,,,,,,,,,
Jack,Lazorko, P,1986-01-01T00:00:00Z,,,,,,,,,,,,,
Rick,Leach, OF,1981-01-01T00:00:00Z,1983-01-01T00:00:00Z,,,,,,,,,,,,
Razor,Ledbetter, P,1915-01-01T00:00:00Z,,,,,,,,,,,,,
Wilfredo,Ledezma, P,2003-01-01T00:00:00Z,2007-01-01T00:00:00Z,,,,,,,,,,,,
Don,Lee, P,1957-01-01T00:00:00Z,1958-01-01T00:00:00Z,,,,,,,,,,,,
Ron,LeFlore, OF,1974-01-01T00:00:00Z,1979-01-01T00:00:00Z,,,,,,,,,,,,
Bill,Leinhauser, OF,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Mark,Leiter, P,1991-01-01T00:00:00Z,1994-01-01T00:00:00Z,,,,,,,,,,,,
Bill,Lelivelt, P,1909-01-01T00:00:00Z,1910-01-01T00:00:00Z,,,,,,,,,,,,
Dave,Lemanczyk, P,1973-01-01T00:00:00Z,1976-01-01T00:00:00Z,,,,,,,,,,,,
Chet,Lemon, OF,1982-01-01T00:00:00Z,1990-01-01T00:00:00Z,,,,,,,,,,,,
Don,Lenhardt, OF,1952-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Lentine, OF,1980-01-01T00:00:00Z,,,,,,,,,,,,,
Dutch,Leonard, P,1919-01-01T00:00:00Z,1925-01-01T00:00:00Z,,,,,,,,,,,,
Ted,Lepcio, IF,1959-01-01T00:00:00Z,,,,,,,,,,,,,
Pete,LePine, OF,1902-01-01T00:00:00Z,,,,,,,,,,,,,
George,Lerchen, OF,1952-01-01T00:00:00Z,,,,,,,,,,,,,
Don,Leshnock, P,1972-01-01T00:00:00Z,,,,,,,,,,,,,
Al,Levine, P,2004-01-01T00:00:00Z,,,,,,,,,,,,,
Colby,Lewis, P,2006-01-01T00:00:00Z,,,,,,,,,,,,,
Mark,Lewis, IF,1995-01-01T00:00:00Z,1996-01-01T00:00:00Z,,,,,,,,,,,,
Richie,Lewis, P,1996-01-01T00:00:00Z,,,,,,,,,,,,,
José,Lima,P,1993-01-01T00:00:00Z,1996-01-01T00:00:00Z,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,,,,,,,
Em,Lindbeck, PH,1960-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Lindeman, OF,1990-01-01T00:00:00Z,,,,,,,,,,,,,
Chris,Lindsay, IF,1905-01-01T00:00:00Z,1906-01-01T00:00:00Z,,,,,,,,,,,,
Rod,Lindsey, OF,1998-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,,,,,,,,,
Carl,Linhart, PH,1952-01-01T00:00:00Z,,,,,,,,,,,,,
Johnny,Lipon, IF,1942-01-01T00:00:00Z,1952-01-01T00:00:00Z,,,,,,,,,,,,
Felipe,Lira,P,1995-01-01T00:00:00Z,1997-01-01T00:00:00Z,1999-01-01T00:00:00Z,,,,,,,,,,,
Dick,Littlefield, P,1952-01-01T00:00:00Z,,,,,,,,,,,,,
Jack,Lively, P,1911-01-01T00:00:00Z,,,,,,,,,,,,,
Scott,Livingstone, IF,1991-01-01T00:00:00Z,1994-01-01T00:00:00Z,,,,,,,,,,,,
Harry,Lochhead, IF,1901-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Logan, P,1937-01-01T00:00:00Z,,,,,,,,,,,,,
Nook,Logan, OF,2004-01-01T00:00:00Z,2006-01-01T00:00:00Z,,,,,,,,,,,,
Mickey,Lolich, P,1963-01-01T00:00:00Z,1975-01-01T00:00:00Z,,,,,,,,,,,,
George,Lombard, OF,2002-01-01T00:00:00Z,,,,,,,,,,,,,
Herman,Long, IF,1903-01-01T00:00:00Z,,,,,,,,,,,,,
Aurelio,López, P,1979-01-01T00:00:00Z,1985-01-01T00:00:00Z,,,,,,,,,,,,
Aquilino,López, P,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z,,,,,,,,,,,,
Lefty,Lorenzen, P,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Art,Loudell, P,1910-01-01T00:00:00Z,,,,,,,,,,,,,
